filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
cs736_micro_iperf.pem,cs736
getData.sh,getData.sh
small2_apache2_c_80,nginx/1.4.6,52.38.107.208,612,80,16.021,10000,0,8530000,6120000,624.19,128.167,1.602,519.95,small2
small2_apache2_c_800,nginx/1.4.6,52.38.107.208,612,800,13.529,10000,807,8141026,5788323,739.18,1082.284,1.353,587.66,small2
small2_apache2_c_810,nginx/1.4.6,52.38.107.208,612,810,6.906,10000,134,8465412,6064926,1448.03,559.383,0.691,1197.08,small2
small2_apache2_c_820,nginx/1.4.6,52.38.107.208,612,820,5.343,10000,670,8207060,5844630,1871.72,438.100,0.534,1500.13,small2
small2_apache2_c_830,nginx/1.4.6,52.38.107.208,612,830,5.774,10000,732,8177176,5819148,1731.77,479.278,0.577,1382.91,small2
small2_apache2_c_840,nginx/1.4.6,52.38.107.208,612,840,5.663,10000,1562,7777116,5478018,1765.73,475.723,0.566,1341.05,small2
small2_apache2_c_850,nginx/1.4.6,52.38.107.208,612,850,5.373,10000,834,8128012,5777226,1861.03,456.736,0.537,1477.20,small2
small2_apache2_c_860,nginx/1.4.6,52.38.107.208,612,860,5.166,10000,1205,7949190,5624745,1935.84,444.252,0.517,1502.77,small2
small2_apache2_c_870,nginx/1.4.6,52.38.107.208,612,870,5.411,10000,1597,7760246,5463633,1848.14,470.745,0.541,1400.58,small2
small2_apache2_c_880,nginx/1.4.6,52.38.107.208,612,880,6.147,10000,1448,7832064,5524872,1626.91,540.903,0.615,1244.34,small2
small2_apache2_c_890,nginx/1.4.6,52.38.107.208,612,890,5.869,10000,450,8313100,5935050,1703.87,522.341,0.587,1383.24,small2
small2_apache2_c_90,nginx/1.4.6,52.38.107.208,612,90,18.945,10000,0,8530000,6120000,527.84,170.505,1.895,439.70,small2
